"","Name","Address","ZIP","Type"
"555","NORMANDY CROSSING EL","12500 NORMANDY CROSSING DR HOUSTON TX 77015","77015","Elementary School"
"556","DR SHIRLEY J WILLIAMSON EL","6720 NEW FOREST PKWY HOUSTON TX 77049","77049","Elementary School"
"557","SAM HOUSTON EL","4101 E SAM HOUSTON PKWY N HOUSTON TX 77015","77015","Elementary School"
"558","LEE H S","1809 MARKET ST BAYTOWN TX 77520","77520","High School"
"559","PETER E HYLAND CENTER","1906 DECKER DR BAYTOWN TX 77520","77520","Middle-High School"
"560","EXCEL ACADEMY (MURWORTH)","2515 MURWORTH HOUSTON TX 77054","77054","Elementary-High School"
"561","IMPACT EARLY COLLEGE H S","1415 MARKET ST BAYTOWN TX 77520","77520","High School"
"562","BAYTOWN J H","7707 BAYWAY DR BAYTOWN TX 77520","77520","Middle School"
"563","CEDAR BAYOU J H","2610 ELVINTA ST BAYTOWN TX 77520","77520","Middle School"
"564","HORACE MANN J H","310 S HWY 146 BAYTOWN TX 77520","77520","Middle School"
"565","JAMES BOWIE EL","200 CLAYTON DR BAYTOWN TX 77520","77520","Elementary School"
"566","CARVER EL","610 S PRUETT BAYTOWN TX 77520","77520","Elementary School"
"567","LAMAR EL","816 N PRUETT ST BAYTOWN TX 77520","77520","Elementary School"
"568","SAN JACINTO EL","2700 MARKET ST BAYTOWN TX 77520","77520","Elementary School"
"569","ASHBEL SMITH EL","403 E JAMES BAYTOWN TX 77520","77520","Elementary School"
"570","TRAVIS EL","100 ROBIN RD BAYTOWN TX 77520","77520","Elementary School"
"571","DE ZAVALA EL","305 TRI CITY BEACH RD BAYTOWN TX 77520","77520","Elementary School"
"572","AUSTIN H S","1700 DUMBLE HOUSTON TX 77023","77023","High School"
"573","BELLAIRE H S","5100 MAPLE BELLAIRE TX 77401","77401","High School"
"574","NORTHSIDE H S","1101 QUITMAN HOUSTON TX 77009","77009","High School"
"575","FURR H S","520 MERCURY HOUSTON TX 77013","77013","High School"
"576","JONES FUTURES ACADEMY","7414 ST LO RD HOUSTON TX 77033","77033","High School"
"577","KASHMERE H S","6900 WILEYVALE ST HOUSTON TX 77028","77028","High School"
"578","LAMAR H S","3325 WESTHEIMER RD HOUSTON TX 77098","77098","High School"
"579","WISDOM H S","6529 BEVERLY HILL LN HOUSTON TX 77057","77057","High School"
"580","MADISON H S","13719 WHITEHEATHER HOUSTON TX 77045","77045","High School"
"581","MILBY H S","1601 BROADWAY HOUSTON TX 77012","77012","High School"
"582","HEIGHTS H S","413 E 13TH ST HOUSTON TX 77008","77008","High School"
"583","COMMUNITY SERVICES-SEC","1102 TELEPHONE RD HOUSTON TX 77023","77023","K-12 School"
"584","STERLING H S","11625 MARTINDALE RD HOUSTON TX 77048","77048","High School"
"585","WALTRIP H S","1900 W 34TH ST HOUSTON TX 77018","77018","High School"
"586","WASHINGTON B T H S","4204 YALE ST HOUSTON TX 77018","77018","High School"
"587","WESTBURY H S","11911 CHIMNEY ROCK HOUSTON TX 77035","77035","High School"
"588","WHEATLEY H S","4801 PROVIDENCE HOUSTON TX 77020","77020","High School"
"589","WORTHING H S","9215 SCOTT ST HOUSTON TX 77051","77051","High School"
"590","YATES H S","3650 ALABAMA ST HOUSTON TX 77004","77004","High School"
"591","SHARPSTOWN H S","7504 BISSONNET ST HOUSTON TX 77074","77074","High School"
"592","SCARBOROUGH H S","4141 COSTA RICA HOUSTON TX 77092","77092","High School"
"593","KINDER H S FOR PERFORMING AND VISUAL ARTS","790 AUSTIN ST HOUSTON TX 77002","77002","High School"
"594","DEBAKEY H S FOR HEALTH PROF","2545 PRESSLER HOUSTON TX 77030","77030","High School"
"595","CHAVEZ H S","8501 HOWARD HOUSTON TX 77017","77017","High School"
"596","H S FOR LAW AND JUSTICE","3503 COYLE HOUSTON TX 77003","77003","High School"
"597","WESTSIDE H S","14201 BRIAR FOREST HOUSTON TX 77077","77077","High School"
"598","T H ROGERS SCHOOL","5840 SAN FELIPE ST HOUSTON TX 77057","77057","K-12 School"
"599","ATTUCKS MIDDLE","4330 BELLFORT BLVD HOUSTON TX 77051","77051","Middle School"
"600","BLACK MIDDLE","1575 CHANTILLY HOUSTON TX 77018","77018","Middle School"
"601","BURBANK MIDDLE","315 BERRY RD HOUSTON TX 77022","77022","Middle School"
"602","CULLEN MIDDLE","6900 SCOTT ST HOUSTON TX 77021","77021","Middle School"
"603","DEADY MIDDLE","2500 BROADWAY ST HOUSTON TX 77012","77012","Middle School"
"604","EDISON MIDDLE","6901 AVE I HOUSTON TX 77011","77011","Middle School"
"605","FONVILLE MIDDLE","725 E LITTLE YORK RD HOUSTON TX 77076","77076","Middle School"
"606","CLIFTON MIDDLE","6001 GOLDEN FOREST DR HOUSTON TX 77092","77092","Middle School"
"607","HAMILTON MIDDLE","139 E 20TH ST HOUSTON TX 77008","77008","Middle School"
"608","HOLLAND MIDDLE","1600 GELLHORN HOUSTON TX 77029","77029","Middle School"
"609","HARTMAN MIDDLE","7111 WESTOVER HOUSTON TX 77087","77087","Middle School"
"610","HENRY MIDDLE","10702 E HARDY HOUSTON TX 77093","77093","Middle School"
"611","HOGG MIDDLE","1100 MERRILL ST HOUSTON TX 77009","77009","Middle School"
"612","NAVARRO MIDDLE","5100 POLK ST HOUSTON TX 77023","77023","Middle School"
"613","MEYERLAND MIDDLE","10410 MANHATTAN DR HOUSTON TX 77096","77096","Middle School"
"614","WELCH MIDDLE","11544 S GESSNER HOUSTON TX 77071","77071","Middle School"
"615","LANIER MIDDLE","2600 WOODHEAD ST HOUSTON TX 77098","77098","Middle School"
"616","GREGORY-LINCOLN ED CTR","1101 TAFT HOUSTON TX 77019","77019","Elementary-Middle School"
"617","LONG ACADEMY","6501 BELLAIRE BLVD HOUSTON TX 77074","77074","Middle-High School"
"618","REVERE MIDDLE","10502 BRIAR FOREST DR HOUSTON TX 77042","77042","Middle School"
"619","MARSHALL MIDDLE","1115 NOBLE ST HOUSTON TX 77009","77009","Middle School"
"620","MCREYNOLDS MIDDLE","5910 MARKET ST HOUSTON TX 77020","77020","Middle School"
"621","PERSHING MIDDLE","3838 BLUE BONNET HOUSTON TX 77025","77025","Middle School"
"622","TANGLEWOOD MIDDLE","5215 SAN FELIPE HOUSTON TX 77056","77056","Middle School"
"623","SOAR CTR","4400 W 18TH ST HOUSTON TX 77027","77027","K-12 School"
"624","PROJECT CHRYSALIS MIDDLE","4528 LEELAND HOUSTON TX 77023","77023","Middle School"
"625","FONDREN MIDDLE","6333 S BRAESWOOD HOUSTON TX 77096","77096","Middle School"
"626","LAWSON MIDDLE","14000 STANCLIFF ST HOUSTON TX 77045","77045","Middle School"
"627","THOMAS MIDDLE","5655 SELINSKY RD HOUSTON TX 77048","77048","Middle School"
"628","FLEMING MIDDLE","4910 COLLINGSWORTH ST HOUSTON TX 77026","77026","Middle School"
"629","KEY MIDDLE","4000 KELLEY ST HOUSTON TX 77026","77026","Middle School"
"630","RICE SCH /LA ESCUELA RICE","7550 SEUSS DR HOUSTON TX 77025","77025","Elementary-Middle School"
"631","SHARPSTOWN INTERNATIONAL SCHOOL","8330 TRIOLA HOUSTON TX 77036","77036","Middle-High School"
"632","WILLIAMS MIDDLE","6100 KNOX ST HOUSTON TX 77091","77091","Middle School"
"633","HCC LIFE SKILLS PROGRAM","1301 ALABAMA ST HOUSTON TX 77004","77004","High School"
"634","STEVENSON MIDDLE","9595 WINKLER HOUSTON TX 77017","77017","Middle School"
"635","WEST BRIAR MIDDLE","13733 BRIMHURST HOUSTON TX 77077","77077","Middle School"
"636","TEXAS CONNECTIONS ACADEMY AT HOUSTON","10550 RICHMOND AVE HOUSTON TX #140 HOUSTON TX 77042","77042","Elementary-High School"
"637","ALCOTT EL","5859 BELLFORT HOUSTON TX 77033","77033","Elementary School"
"638","ALMEDA EL","14249 BRIDGEPORT RD HOUSTON TX 77047","77047","Elementary School"
"639","ANDERSON EL","5727 LUDINGTON DR HOUSTON TX 77035","77035","Elementary School"
"640","ATHERTON EL","2011 SOLO ST HOUSTON TX 77020","77020","Elementary School"
"641","BARRICK EL","12001 WINFREY LN HOUSTON TX 77076","77076","Elementary School"
"642","BASTIAN EL","5051 BELLFORT HOUSTON TX 77033","77033","Elementary School"
"643","BERRY EL","2310 BERRY RD HOUSTON TX 77093","77093","Elementary School"
"644","BLACKSHEAR EL","2900 HOLMAN AVE HOUSTON TX 77004","77004","Elementary School"
"645","BONHAM EL","8302 BRAES RIVER DR HOUSTON TX 77074","77074","Elementary School"
"646","BONNER EL","8100 ELROD ST HOUSTON TX 77017","77017","Elementary School"
"647","RODERICK R PAIGE EL","7501 CURRY RD HOUSTON TX 77093","77093","Elementary School"
"648","BRAEBURN EL","5550 PINE ST HOUSTON TX 77081","77081","Elementary School"
"649","DURHAM EL","4803 BRINKMAN ST HOUSTON TX 77018","77018","Elementary School"
"650","BRIARGROVE EL","6145 SAN FELIPE ST HOUSTON TX 77057","77057","Elementary School"
"651","BRISCOE EL","321 FOREST HILL HOUSTON TX 77011","77011","Elementary School"
"652","BROOKLINE EL","6301 S LOOP E HOUSTON TX 77087","77087","Elementary School"
"653","BROWNING EL","607 NORTHWOOD ST HOUSTON TX 77009","77009","Elementary School"
"654","BRUCE EL","510 JENSEN DR HOUSTON TX 77020","77020","Elementary School"
"655","BURBANK EL","216 TIDWELL HOUSTON TX 77022","77022","Elementary School"
"656","CODWELL EL","5225 TAVENOR LN HOUSTON TX 77048","77048","Elementary School"
"657","BURNET EL","5403 CANAL ST HOUSTON TX 77011","77011","Elementary School"
"658","BURRUS EL","701 E 33RD ST HOUSTON TX 77022","77022","Elementary School"
"659","WOODSON SCHOOL","10720 SOUTHVIEW ST HOUSTON TX 77047","77047","Elementary School"
"660","LYONS EL","800 ROXELLA RD HOUSTON TX 77076","77076","Elementary School"
"661","CONDIT EL","7000 S THIRD BELLAIRE TX 77401","77401","Elementary School"
"662","HALPIN EARLY CHILDHOOD CTR","10901 SANDPIPER HOUSTON TX 77096","77096","Early Education"
"663","COOP EL","10130 ALDINE WESTFIELD RD HOUSTON TX 77093","77093","Elementary School"
"664","CORNELIUS EL","7475 WESTOVER ST HOUSTON TX 77087","77087","Elementary School"
"665","CROCKETT EL","2112 CROCKETT ST HOUSTON TX 77007","77007","Elementary School"
"666","CUNNINGHAM EL","5100 GULFTON ST HOUSTON TX 77081","77081","Elementary School"
"667","DE CHAUMES EL","155 COOPER HOUSTON TX 77076","77076","Elementary School"
"668","DE ZAVALA EL","7521 AVE H HOUSTON TX 77012","77012","Elementary School"
"669","DOGAN EL","4202 LIBERTY RD HOUSTON TX 77026","77026","Elementary School"
"670","DURKEE EL","7301 NORDLING HOUSTON TX 77076","77076","Elementary School"
"671","ELIOT EL","6411 LAREDO ST HOUSTON TX 77020","77020","Elementary School"
"672","ELROD EL","6230 DUMFRIES DR HOUSTON TX 77096","77096","Elementary School"
"673","EMERSON EL","9533 SKYLINE DR HOUSTON TX 77063","77063","Elementary School"
"674","BELL EL","12323 SHAFTSBURY DR HOUSTON TX 77031","77031","Elementary School"
"675","FIELD EL","703 E 17TH ST HOUSTON TX 77008","77008","Elementary School"
"676","FONDREN EL","12405 CARLSBAD ST HOUSTON TX 77085","77085","Elementary School"
"677","FOSTER EL","3919 WARD ST HOUSTON TX 77021","77021","Elementary School"
"678","FRANKLIN EL","7101 CANAL ST HOUSTON TX 77011","77011","Elementary School"
"679","FROST EL","5002 ALMEDA-GENOA RD HOUSTON TX 77048","77048","Elementary School"
"680","GARDEN OAKS MONTESSORI","901 SUE BARNETT DR HOUSTON TX 77018","77018","Elementary-Middle School"
"681","GARDEN VILLAS EL","7185 SANTA FE HOUSTON TX 77061","77061","Elementary School"
"682","GOLFCREST EL","7414 FAIRWAY DR HOUSTON TX 77087","77087","Elementary School"
"683","GREGG EL","6701 ROXBURY HOUSTON TX 77087","77087","Elementary School"
"684","SUGAR GROVE ACADEMY","8405 BONHOMME HOUSTON TX 77074","77074","Middle School"
"685","HARRIS J R EL","801 BROADWAY ST HOUSTON TX 77012","77012","Elementary School"
"686","HARRIS R P EL","1262 MAE DR HOUSTON TX 77015","77015","Elementary School"
"687","HARTSFIELD EL","5001 PERRY ST HOUSTON TX 77021","77021","Elementary School"
"688","HARVARD EL","810 HARVARD ST HOUSTON TX 77007","77007","Elementary School"
"689","HELMS EL","503 W 21ST ST HOUSTON TX 77008","77008","Elementary School"
"690","HENDERSON J EL","1800 DISMUKE HOUSTON TX 77023","77023","Elementary School"
"691","HENDERSON N EL","701 SOLO ST HOUSTON TX 77020","77020","Elementary School"
"692","HEROD EL","5627 JASON ST HOUSTON TX 77096","77096","Elementary School"
"693","HIGHLAND HTS EL","865 PAUL QUINN ST HOUSTON TX 77091","77091","Elementary School"
"694","HOBBY EL","4021 WOODMONT DR HOUSTON TX 77045","77045","Elementary School"
"695","HORN EL","4530 HOLLY ST BELLAIRE TX 77401","77401","Elementary School"
"696","MCGOWEN EL","6820 HOMESTEAD RD HOUSTON TX 77028","77028","Elementary School"
"697","ISAACS EL","3830 PICKFAIR ST HOUSTON TX 77026","77026","Elementary School"
"698","JANOWSKI EL","7500 BAUMAN RD HOUSTON TX 77022","77022","Elementary School"
"699","JEFFERSON EL","5000 SHARMAN ST HOUSTON TX 77009","77009","Elementary School"
"700","KASHMERE GARDENS EL","4901 LOCKWOOD DR HOUSTON TX 77026","77026","Elementary School"
"701","ROBINSON EL","12425 WOODFOREST BLVD HOUSTON TX 77013","77013","Elementary School"
"702","KELSO EL","5800 SOUTHMUND ST HOUSTON TX 77033","77033","Elementary School"
"703","KENNEDY EL","400 VICTORIA DR HOUSTON TX 77022","77022","Elementary School"
"704","KOLTER EL","6300 AVE B BELLAIRE TX 77401","77401","Elementary School"
"705","LANTRIP EL","100 TELEPHONE RD HOUSTON TX 77023","77023","Elementary School"
"706","LEWIS EL","6745 TIPPERARY HOUSTON TX 77061","77061","Elementary School"
"707","LOCKHART EL","3200 ROSEDALE ST HOUSTON TX 77004","77004","Elementary School"
"708","LONGFELLOW EL","3617 NORRIS HOUSTON TX 77025","77025","Elementary School"
"709","LOOSCAN EL","3800 ROBERTSON ST HOUSTON TX 77009","77009","Elementary School"
"710","LOVE EL","1120 W 13TH ST HOUSTON TX 77008","77008","Elementary School"
"711","LOVETT EL","8814 S RICE AVE HOUSTON TX 77096","77096","Elementary School"
"712","MACGREGOR EL","4801 LABRANCH ST HOUSTON TX 77004","77004","Elementary School"
"713","MADING EL","8511 CRESTMONT ST HOUSTON TX 77033","77033","Elementary School"
"714","MEMORIAL EL","6401 ARNOT ST HOUSTON TX 77007","77007","Elementary School"
"715","MONTGOMERY EL","4000 SIMSBROOK DR HOUSTON TX 77045","77045","Elementary School"
"716","NEFF ECC","8200 CARVEL LN HOUSTON TX 77036","77036","Early Education"
"717","NORTHLINE EL","821 WITCHER LN HOUSTON TX 77076","77076","Elementary School"
"718","OAK FOREST EL","1401 W 43RD ST HOUSTON TX 77018","77018","Elementary School"
"719","OATES EL","10044 WALLISVILLE RD HOUSTON TX 77013","77013","Elementary School"
"720","OSBORNE EL","800 RINGOLD ST HOUSTON TX 77088","77088","Elementary School"
"721","PARK PLACE EL","8235 PARK PL BLVD HOUSTON TX 77017","77017","Elementary School"
"722","PARKER EL","10626 ATWELL DR HOUSTON TX 77096","77096","Elementary School"
"723","PATTERSON EL","5302 ALLENDALE RD HOUSTON TX 77017","77017","Elementary School"
"724","PECK EL","5001 MARTIN LUTHER KING JR BLVD HOUSTON TX 77021","77021","Elementary School"
"725","PILGRIM ACADEMY","6302 SKYLINE HOUSTON TX 77057","77057","Elementary-Middle School"
"726","PINEY POINT EL","8921 PAGEWOOD LN HOUSTON TX 77063","77063","Elementary School"
"727","PLEASANTVILLE EL","1431 GELLHORN DR HOUSTON TX 77029","77029","Elementary School"
"728","POE EL","5100 HAZARD ST HOUSTON TX 77098","77098","Elementary School"
"729","PORT HOUSTON EL","1800 MCCARTY ST HOUSTON TX 77029","77029","Elementary School"
"730","PUGH EL","1147 KRESS ST HOUSTON TX 77020","77020","Elementary School"
"731","RED EL","4520 TONAWANDA DR HOUSTON TX 77035","77035","Elementary School"
"732","REYNOLDS EL","9601 ROSEHAVEN DR HOUSTON TX 77051","77051","Elementary School"
"733","MCNAMARA EL","8714 MCAVOY DR HOUSTON TX 77074","77074","Elementary School"
"734","RIVER OAKS EL","2008 KIRBY DR HOUSTON TX 77019","77019","Elementary School"
"735","ROBERTS EL","6000 GREENBRIAR ST HOUSTON TX 77030","77030","Elementary School"
"736","ROOSEVELT EL","6700 FULTON ST HOUSTON TX 77022","77022","Elementary School"
"737","ROSS EL","2819 BAY ST HOUSTON TX 77026","77026","Elementary School"
"738","RUCKER EL","5201 VINETT ST HOUSTON TX 77017","77017","Elementary School"
"739","BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK","2805 GARROW ST HOUSTON TX 77003","77003","Middle School"
"740","SCARBOROUGH EL","3030 TRENTON RD HOUSTON TX 77093","77093","Elementary School"
"741","SHEARN EL","9802 STELLA LINK RD HOUSTON TX 77025","77025","Elementary School"
"742","SHERMAN EL","1909 MCKEE ST HOUSTON TX 77009","77009","Elementary School"
"743","SINCLAIR EL","6410 GROVEWOOD LN HOUSTON TX 77008","77008","Elementary School"
"744","SMITH EL","4802 CHRYSTELL LN HOUSTON TX 77092","77092","Elementary School"
"745","THOMPSON EL","6121 TIERWESTER HOUSTON TX 77021","77021","Elementary School"
"746","SOUTHMAYD EL","1800 CORAL ST HOUSTON TX 77012","77012","Elementary School"
"747","STEVENS EL","1910 LAMONTE LN HOUSTON TX 77018","77018","Elementary School"
"748","YOUNG EL","3555 BELLFORT AVE HOUSTON TX 77051","77051","Elementary School"
"749","SUTTON EL","7402 ALBACORE DR HOUSTON TX 77074","77074","Elementary School"
"750","TRAVIS EL","3311 BEAUCHAMP ST HOUSTON TX 77009","77009","Elementary School"
"751","TWAIN EL","7500 BRAES BLVD HOUSTON TX 77025","77025","Elementary School"
"752","WAINWRIGHT EL","5330 MILWEE ST HOUSTON TX 77092","77092","Elementary School"
"753","WALNUT BEND EL","10620 BRIAR FOREST HOUSTON TX 77042","77042","Elementary School"
"754","WESLEY EL","800 DILLARD ST HOUSTON TX 77091","77091","Elementary School"
"755","WEST UNIVERSITY EL","3756 UNIVERSITY BLVD HOUSTON TX 77005","77005","Elementary School"
"756","WHARTON K-8 DUAL LANGUAGE ACADEMY","900 W GRAY ST HOUSTON TX 77019","77019","Elementary-Middle School"
"757","WHIDBY EL","7625 SPRINGHILL ST HOUSTON TX 77021","77021","Elementary School"
"758","WHITTIER EL","10511 LACROSSE ST HOUSTON TX 77029","77029","Elementary School"
"759","ELLA J BAKER MONTESSORI SCHOOL","2100 YUPON ST HOUSTON TX 77006","77006","Elementary-Middle School"
"760","WINDSOR VILLAGE EL","14440 POLO ST HOUSTON TX 77085","77085","Elementary School"
"761","GRISSOM EL","4900 SIMSBROOK DR HOUSTON TX 77045","77045","Elementary School"
"762","LAW EL","12401 S COAST DR HOUSTON TX 77047","77047","Elementary School"
"763","MITCHELL EL","8050 SPRINGTIME LN HOUSTON TX 77075","77075","Elementary School"
"764","PETERSEN EL","14404 WATERLOO DR HOUSTON TX 77045","77045","Elementary School"
"765","WHITE E EL","9001 TRIOLA LN HOUSTON TX 77036","77036","Elementary School"
"766","BENBROOK EL","4026 BOLIN RD HOUSTON TX 77092","77092","Elementary School"
"767","SCROGGINS EL","400 BOYLES ST HOUSTON TX 77020","77020","Elementary School"
"768","FOERSTER EL","14200 FONMEADOW DR HOUSTON TX 77035","77035","Elementary School"
"769","ASHFORD EL","1815 SHANNON VLY DR HOUSTON TX 77077","77077","Elementary School"
"770","ASKEW EL","11200 WOOD LODGE DR HOUSTON TX 77077","77077","Elementary School"
"771","BUSH EL","13800 WESTERLOCH DR HOUSTON TX 77077","77077","Elementary School"
"772","SHADOWBRIAR EL","2650 SHADOWBRIAR DR HOUSTON TX 77077","77077","Elementary School"
"773","TIJERINA EL","6501 SHERMAN ST HOUSTON TX 77011","77011","Elementary School"
"774","SANCHEZ EL","2700 BERKLEY ST HOUSTON TX 77012","77012","Elementary School"
"775","GARCIA EL","9550 ALDINE WESTFIELD RD HOUSTON TX 77093","77093","Elementary School"
"776","VALLEY WEST EL","10707 S GESSNER DR HOUSTON TX 77071","77071","Elementary School"
"777","HERRERA EL","525 BENNINGTON ST HOUSTON TX 77022","77022","Elementary School"
"778","CAGE EL","4528 LEELAND ST HOUSTON TX 77023","77023","Elementary School"
"779","MARTINEZ C EL","901 HAYS ST HOUSTON TX 77009","77009","Elementary School"
"780","CRESPO EL","7500 OFFICE CITY DR HOUSTON TX 77012","77012","Elementary School"
"781","GALLEGOS EL","7415 HARRISBURG BLVD HOUSTON TX 77011","77011","Elementary School"
"782","CARRILLO EL","960 S WAYSIDE DR HOUSTON TX 77023","77023","Elementary School"
"783","BENAVIDEZ EL","6262 GULFTON ST HOUSTON TX 77081","77081","Elementary School"
"784","DAVILA EL","7610 DAHLIA ST HOUSTON TX 77012","77012","Elementary School"
"785","MARTINEZ R EL","7211 MARKET ST HOUSTON TX 77020","77020","Elementary School"
"786","MILNE EL","7800 PORTAL DR HOUSTON TX 77071","77071","Elementary School"
"787","EASTWOOD ACADEMY","1315 DUMBLE HOUSTON TX 77023","77023","High School"
"788","NORTH HOUSTON EARLY COLLEGE H S","8001 FULTON ST BLDG C HOUSTON TX 77022","77022","High School"
"789","HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER","9400 IRVINGTON HOUSTON TX 77076","77076","High School"
"790","MOUNT CARMEL ACADEMY","7155 ASHBURN ST HOUSTON TX 77061","77061","High School"
"791","HARRIS CO J J A E P","2525 MURWORTH HOUSTON TX 77054","77054","Elementary-High School"
"792","ENERGIZED FOR STEM ACADEMY H S","7055 BEECHNUT ST HOUSTON TX 77074","77074","High School"
"793","CARNEGIE VANGUARD H S","1501 TAFT HOUSTON TX 77019","77019","High School"
"794","CHALLENGE EARLY COLLEGE H S","5601 W LOOP S HOUSTON TX 77081","77081","High School"
"795","LIBERTY H S","5407 GULFTON ST HOUSTON TX 77081","77081","High School"
"796","PIN OAK MIDDLE","4601 GLENMONT BELLAIRE TX 77401","77401","Middle School"
"797","ORTIZ MIDDLE","6767 TELEPHONE RD HOUSTON TX 77061","77061","Middle School"
"798","LAS AMERICAS","6501 BELLAIRE BLVD HOUSTON TX 77074","77074","Elementary-Middle School"
"799","ENERGIZED FOR EXCELLENCE ACADEMY INC MIDDLE","6107 BISSONNET HOUSTON TX 77081","77081","Middle School"
"800","BRIARMEADOW CHARTER","3601 DUNVALE HOUSTON TX 77063","77063","Elementary-Middle School"
"801","EAST EARLY COLLEGE H S","220 N MILBY ST HOUSTON TX 77003","77003","High School"
"802","HOUSTON ACADEMY FOR INTERNATIONAL STUDIES","1810 STUART HOUSTON TX 77004","77004","High School"
"803","ENERGIZED FOR EXCELLENCE ACADEMY ECC","7419 ASHCROFT HOUSTON TX 77081","77081","Early Education"
"804","HARPER DAEP","4425 N SHEPHERD HOUSTON TX 77018","77018","High School"
"805","FARIAS EARLY CHILDHOOD CENTER","515 E RITTENHOUSE HOUSTON TX 77076","77076","Early Education"
"806","SCHOOL AT ST GEORGE PLACE","5430 HIDALGO ST HOUSTON TX 77056","77056","Elementary School"
"807","MISTRAL CENTER FOR EARLY CHILDHOOD","6203 JESSAMINE HOUSTON TX 77081","77081","Early Education"
"808","KING EARLY CHILDHOOD CTR","3930 W FUQUA HOUSTON TX 77045","77045","Early Education"
"809","LAURENZO EARLY CHILDHOOD CTR","205 N DELMAR HOUSTON TX 77011","77011","Early Education"
"810","COOK JR EL","7115 LOCKWOOD HOUSTON TX 77016","77016","Elementary School"
"811","MORENO EL","620 E CANINO HOUSTON TX 77037","77037","Elementary School"
"812","BELLFORT EARLY CHILDHOOD CENTER","7647 BELLFORT HOUSTON TX 77061","77061","Early Education"
"813","ENERGIZED FOR EXCELLENCE ACADEMY EL","6201 BISSONNET HOUSTON TX 77081","77081","Elementary School"
"814","GROSS EL","12583 S GESSNER DR HOUSTON TX 77071","77071","Elementary School"
"815","RODRIGUEZ EL","5858 CHIMNEY ROCK HOUSTON TX 77081","77081","Elementary School"
"816","SEGUIN EL","5905 WALTRIP HOUSTON TX 77087","77087","Elementary School"
"817","TINSLEY EL","11035 BOB WHITE HOUSTON TX 77096","77096","Elementary School"
"818","R D S P D","4040 W FUQUA HOUSTON TX 77045","77045","Early Education"
"819","REAGAN K-8 EDUCATIONAL CTR","4842 ANDERSON RD HOUSTON TX 77053","77053","Elementary-Middle School"
"820","DEANDA EL","7980 ALMEDA GENOA RD HOUSTON TX 77075","77075","Elementary School"
"821","KETELSEN EL","600 QUITMAN HOUSTON TX 77009","77009","Elementary School"
"822","ENERGIZED FOR STEM ACADEMY MIDDLE","7055 BEECHNUT HOUSTON TX 77074","77074","Middle School"
"823","NEFF EL","8301 NEFF ST HOUSTON TX 77036","77036","Elementary School"
"824","HINES-CALDWELL","5515 W OREM HOUSTON TX 77085","77085","Elementary School"
"825","RAY DAILY EL","12909 BRIAR FOREST HOUSTON TX 77077","77077","Elementary School"
"826","SECONDARY DAEP","1510 JENSEN DR HOUSTON TX 77020","77020","Middle School"
"827","H S AHEAD ACADEMY","5320 YALE HOUSTON TX 77091","77091","Middle School"
"828","MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN","1700 GREGG ST HOUSTON TX 77020","77020","Middle-High School"
"829","MANDARIN IMMERSION MAGNET SCHOOL","5445 W ALABAMA HOUSTON TX 77056","77056","Elementary-Middle School"
"830","YOUNG WOMEN'S COLLEGE PREP ACADEMY","1906 CLEBURNE ST HOUSTON TX 77004","77004","Middle-High School"
"831","EL DAEP","6411 LAREDO ST HOUSTON TX 77020","77020","Elementary School"
"832","BAYLOR COLLEGE OF MEDICINE ACADEMY AT RYAN","2610 ELGIN ST HOUSTON TX 77004","77004","Middle School"
"833","ENERGY INSTITUTE H S","3501 SOUTHMORE BLVD HOUSTON TX 77004","77004","High School"
"834","FONWOOD EARLY CHILDHOOD CTR","9709 MESA DR HOUSTON TX 77078","77078","Early Education"
"835","HILLIARD EL","8115 E HOUSTON RD HOUSTON TX 77028","77028","Elementary School"
"836","ELMORE EL","8200 TATE ST HOUSTON TX 77028","77028","Elementary School"
"837","FOREST BROOK MIDDLE","7525 TIDWELL RD HOUSTON TX 77016","77016","Middle School"
"838","NORTH FOREST H S","10726 MESA DR HOUSTON TX 77078","77078","High School"
"839","ARABIC IMMERSION MAGNET SCHOOL","4001 STANFORD ST HOUSTON TX 77006","77006","Elementary-Middle School"
"840","SHADYDALE EL","5905 TIDWELL RD HOUSTON TX 77016","77016","Elementary School"
"841","MARSHALL EL","6200 WINFIELD RD HOUSTON TX 77050","77050","Elementary School"
"842","MARK WHITE EL","2515 OLD FARM RD HOUSTON TX 77063","77063","Elementary School"
"843","MIDDLE COLLEGE H S AT HCC GULFTON","5407 GULFTON ST 219 HOUSTON TX 77081","77081","High School"
"844","MIDDLE COLLEGE H S AT HCC FRAGA","301 N DRENNAN HOUSTON TX 77003","77003","High School"
"845","SOUTH EARLY COLLEGE H S","1930 AIRPORT BLVD HOUSTON TX 77051","77051","High School"
"846","HUMBLE H S","1700 WILSON RD HUMBLE TX 77338","77338","High School"
"847","KINGWOOD H S","2701 KINGWOOD DR KINGWOOD TX 77339","77339","High School"
"848","GUY M SCONZO EARLY COLLEGE H S","9155 WILL CLAYTON PKWY HUMBLE TX 77338","77338","High School"
"849","ATASCOCITA H S","13300 WILL CLAYTON PKWY HUMBLE TX 77346","77346","High School"
"850","KINGWOOD PARK H S","4015 WOODLAND HILLS DR KINGWOOD TX 77339","77339","High School"
