Name,Description,all_houston_zips,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,pop_2020,aland_acre,awater_acre,total_area,total_area_acre
<at><openparen>77075<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77075</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77075</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77075</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77075</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>29041194</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>428767</td> </tr></table></center>",77075,29041194,428767,"38873",7175.98072646405,105.946874227823,29469961,7281.92760069187
<at><openparen>77076<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77076</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77076</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77076</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77076</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>12297429</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>1252</td> </tr></table></center>",77076,12297429,1252,"32349",3038.65307635285,0.309364961700025,12298681,3038.96244131455
<at><openparen>77077<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77077</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77077</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77077</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77077</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>42840201</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>953682</td> </tr></table></center>",77077,42840201,953682,"61302",10585.6686434396,235.651593773165,43793883,10821.3202372128
<at><openparen>77078<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77078</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77078</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77078</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77078</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>26646056</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>202341</td> </tr></table></center>",77078,26646056,202341,"14855",6584.15023474178,49.997776130467,26848397,6634.14801087225
<at><openparen>77079<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77079</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77079</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77079</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77079</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>20034838</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>176670</td> </tr></table></center>",77079,20034838,176670,"36404",4950.54064739313,43.6545589325426,20211508,4994.19520632567
<at><openparen>77080<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77080</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77080</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77080</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77080</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>16585533</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>90254</td> </tr></table></center>",77080,16585533,90254,"45428",4098.2290585619,22.3014578700272,16675787,4120.53051643193
<at><openparen>77081<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77081</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77081</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77081</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77081</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>8419607</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>3242</td> </tr></table></center>",77081,8419607,3242,"48293",2080.45638744749,0.801087225105016,8422849,2081.2574746726
<at><openparen>77082<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77082</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77082</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77082</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77082</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>32596493</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>409687</td> </tr></table></center>",77082,32596493,409687,"57493",8054.48307388189,101.23227081789,33006180,8155.71534469978
<at><openparen>77083<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77083</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77083</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77083</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77083</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>26845882</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>64626</td> </tr></table></center>",77083,26845882,64626,"73763",6633.52656288609,15.9688658265382,26910508,6649.49542871263
<at><openparen>77084<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77084</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77084</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77084</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77084</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>82193141</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>337076</td> </tr></table></center>",77084,82193141,337076,"109808",20309.6468989375,83.2903385223622,82530217,20392.9372374598
<at><openparen>77085<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77085</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77085</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77085</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77085</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>14197482</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>9816</td> </tr></table></center>",77085,14197482,9816,"17785",3508.14974054855,2.42550037064492,14207298,3510.5752409192
<at><openparen>77086<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77086</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77086</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77086</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77086</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>17697552</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>13632</td> </tr></table></center>",77086,17697552,13632,"29366",4373.00518902891,3.36842105263158,17711184,4376.37361008154
<at><openparen>77087<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77087</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77087</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77087</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77087</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>16979206</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>92243</td> </tr></table></center>",77087,16979206,92243,"34654",4195.50432419076,22.7929330368174,17071449,4218.29725722758
<at><openparen>77088<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77088</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77088</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77088</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77088</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>28746698</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>161028</td> </tr></table></center>",77088,28746698,161028,"54320",7103.21176179886,39.7894736842105,28907726,7143.00123548307
<at><openparen>77089<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77089</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77089</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77089</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77089</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>33758180</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>133155</td> </tr></table></center>",77089,33758180,133155,"56994",8341.53199901161,32.9021497405486,33891335,8374.43414875216
<at><openparen>77090<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77090</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77090</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77090</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77090</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>22169569</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>136659</td> </tr></table></center>",77090,22169569,136659,"42285",5478.02545095132,33.767976278725,22306228,5511.79342723005
<at><openparen>77091<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77091</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77091</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77091</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77091</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>18443634</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>66779</td> </tr></table></center>",77091,18443634,66779,"28020",4557.3595255745,16.5008648381517,18510413,4573.86039041265
<at><openparen>77092<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77092</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77092</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77092</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77092</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>20978146</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>74264</td> </tr></table></center>",77092,20978146,74264,"34903",5183.62886088461,18.3503829997529,21052410,5201.97924388436
<at><openparen>77093<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77093</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77093</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77093</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77093</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>31105733</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>11246</td> </tr></table></center>",77093,31105733,11246,"47736",7686.12132443786,2.77884852977514,31116979,7688.90017296763
<at><openparen>77094<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77094</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77094</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77094</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77094</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>8882428</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>73576</td> </tr></table></center>",77094,8882428,73576,"11150",2194.81788979491,18.1803805287868,8956004,2212.9982703237
<at><openparen>77095<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77095</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77095</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77095</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77095</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>38179873</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>216754</td> </tr></table></center>",77095,38179873,216754,"71206",9434.11737089202,53.5591796392389,38396627,9487.67655053126
<at><openparen>77096<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77096</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77096</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77096</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77096</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>15598301</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>148090</td> </tr></table></center>",77096,15598301,148090,"34510",3854.28737336298,36.5925376822338,15746391,3890.87991104522
<at><openparen>77098<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77098</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77098</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77098</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77098</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>4565510</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>163</td> </tr></table></center>",77098,4565510,163,"15717",1128.1220657277,0.0402767482085495,4565673,1128.16234247591
<at><openparen>77099<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77099</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77099</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77099</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77099</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>15874632</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>11095</td> </tr></table></center>",77099,15874632,11095,"49849",3922.56782802076,2.74153694094391,15885727,3925.3093649617
<at><openparen>77336<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77336</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77336</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77336</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77336</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>92366210</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>10142232</td> </tr></table></center>",77336,92366210,10142232,"14881",22823.377810724,2506.11119347665,102508442,25329.4890042006
<at><openparen>77338<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77338</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77338</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77338</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77338</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>67438933</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>2780437</td> </tr></table></center>",77338,67438933,2780437,"45031",16663.9320484309,687.036570298987,70219370,17350.9686187299
<at><openparen>77339<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77339</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77339</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77339</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77339</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>41594153</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>2483285</td> </tr></table></center>",77339,41594153,2483285,"43076",10277.7744007907,613.611317024957,44077438,10891.3857178157
<at><openparen>77345<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77345</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77345</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77345</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77345</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>21712999</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>5496758</td> </tr></table></center>",77345,21712999,5496758,"27258",5365.20854954287,1358.23029404497,27209757,6723.43884358784
<at><openparen>77346<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77346</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77346</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77346</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77346</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>46427495</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>6626215</td> </tr></table></center>",77346,46427495,6626215,"71119",11472.0768470472,1637.31529528045,53053710,13109.3921423276
<at><openparen>77357<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77357</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77357</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77357</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77357</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>173793983</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>687033</td> </tr></table></center>",77357,173793983,687033,"30339",42943.9048678033,169.763528539659,174481016,43113.668396343
<at><openparen>77365<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77365</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77365</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77365</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77365</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>107152105</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>1329998</td> </tr></table></center>",77365,107152105,1329998,"42086",26476.922411663,328.638003459353,108482103,26805.5604151223
<at><openparen>77373<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77373</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77373</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77373</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77373</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>61539593</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>888670</td> </tr></table></center>",77373,61539593,888670,"63413",15206.2251050161,219.587348653323,62428263,15425.8124536694
<at><openparen>77375<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77375</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77375</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77375</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77375</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>91250579</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>719256</td> </tr></table></center>",77375,91250579,719256,"65365",22547.7091672844,177.725722757598,91969835,22725.434890042
<at><openparen>77379<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77379</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77379</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77379</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77379</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>66876352</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>768832</td> </tr></table></center>",77379,66876352,768832,"84704",16524.9201877934,189.975784531752,67645184,16714.8959723252
<at><openparen>77388<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77388</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77388</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77388</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77388</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>34673037</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>242186</td> </tr></table></center>",77388,34673037,242186,"51483",8567.59006671609,59.8433407462318,34915223,8627.43340746232
<at><openparen>77396<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77396</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77396</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77396</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77396</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>64435906</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>336806</td> </tr></table></center>",77396,64435906,336806,"61058",15921.8942426489,83.2236224363726,64772712,16005.1178650852
